,School Name,Cohort Year,Cohort Category,Demographic,Total Cohort Num,Total Grads Num,Total Grads Pct of cohort
11465,W H MAXWELL CAREER AND TECHNICAL EDUCATION HIGH SC,2002,4 Year  June,Female,188,81,43.10%
11466,W H MAXWELL CAREER AND TECHNICAL EDUCATION HIGH SC,2002,5 Year,Female,188,100,53.20%
11467,W H MAXWELL CAREER AND TECHNICAL EDUCATION HIGH SC,2002,6 Year,Female,188,104,55.30%
11468,W H MAXWELL CAREER AND TECHNICAL EDUCATION HIGH SC,2003,4 Year  June,Female,177,82,46.30%
11469,W H MAXWELL CAREER AND TECHNICAL EDUCATION HIGH SC,2003,5 Year,Female,177,98,55.40%
11470,W H MAXWELL CAREER AND TECHNICAL EDUCATION HIGH SC,2003,6 Year,Female,177,101,57.10%
11471,W H MAXWELL CAREER AND TECHNICAL EDUCATION HIGH SC,2004,4 Year  June,Female,133,62,46.60%
11472,W H MAXWELL CAREER AND TECHNICAL EDUCATION HIGH SC,2004,5 Year,Female,131,72,55.00%
11473,W H MAXWELL CAREER AND TECHNICAL EDUCATION HIGH SC,2004,6 Year,Female,128,75,58.60%
11474,W H MAXWELL CAREER AND TECHNICAL EDUCATION HIGH SC,2005,4 Year  June,Female,161,78,48.40%
11475,W H MAXWELL CAREER AND TECHNICAL EDUCATION HIGH SC,2005,4 Year August,Female,161,85,52.80%
11476,W H MAXWELL CAREER AND TECHNICAL EDUCATION HIGH SC,2005,5 Year,Female,159,87,54.70%
11477,W H MAXWELL CAREER AND TECHNICAL EDUCATION HIGH SC,2005,6 Year,Female,158,92,58.20%
11478,W H MAXWELL CAREER AND TECHNICAL EDUCATION HIGH SC,2006,4 Year  June,Female,152,70,46.10%
11479,W H MAXWELL CAREER AND TECHNICAL EDUCATION HIGH SC,2006,4 Year August,Female,152,86,56.60%
11480,W H MAXWELL CAREER AND TECHNICAL EDUCATION HIGH SC,2006,5 Year  June,Female,150,89,59.30%
11481,W H MAXWELL CAREER AND TECHNICAL EDUCATION HIGH SC,2006,5 Year August,Female,150,92,61.30%
11482,W H MAXWELL CAREER AND TECHNICAL EDUCATION HIGH SC,2007,4 Year  June,Female,155,76,49.00%
11483,W H MAXWELL CAREER AND TECHNICAL EDUCATION HIGH SC,2007,4 Year August,Female,155,99,63.90%
11484,W H MAXWELL CAREER AND TECHNICAL EDUCATION HIGH SC,2001,4 Year  June,Male,72,13,18.10%
11485,W H MAXWELL CAREER AND TECHNICAL EDUCATION HIGH SC,2001,5 Year,Male,72,20,27.80%
11486,W H MAXWELL CAREER AND TECHNICAL EDUCATION HIGH SC,2001,6 Year,Male,72,22,30.60%
11487,W H MAXWELL CAREER AND TECHNICAL EDUCATION HIGH SC,2002,4 Year  June,Male,88,17,19.30%
11488,W H MAXWELL CAREER AND TECHNICAL EDUCATION HIGH SC,2002,5 Year,Male,88,23,26.10%
11489,W H MAXWELL CAREER AND TECHNICAL EDUCATION HIGH SC,2002,6 Year,Male,88,25,28.40%
11490,W H MAXWELL CAREER AND TECHNICAL EDUCATION HIGH SC,2003,4 Year  June,Male,87,23,26.40%
11491,W H MAXWELL CAREER AND TECHNICAL EDUCATION HIGH SC,2003,5 Year,Male,87,32,36.80%
11492,W H MAXWELL CAREER AND TECHNICAL EDUCATION HIGH SC,2003,6 Year,Male,90,33,36.70%
11493,W H MAXWELL CAREER AND TECHNICAL EDUCATION HIGH SC,2004,4 Year  June,Male,80,21,26.30%
11494,W H MAXWELL CAREER AND TECHNICAL EDUCATION HIGH SC,2004,5 Year,Male,72,29,40.30%
11495,W H MAXWELL CAREER AND TECHNICAL EDUCATION HIGH SC,2004,6 Year,Male,75,32,42.70%
11496,W H MAXWELL CAREER AND TECHNICAL EDUCATION HIGH SC,2005,4 Year  June,Male,76,17,22.40%
11497,W H MAXWELL CAREER AND TECHNICAL EDUCATION HIGH SC,2005,4 Year August,Male,76,19,25.00%
11498,W H MAXWELL CAREER AND TECHNICAL EDUCATION HIGH SC,2005,5 Year,Male,74,24,32.40%
11499,W H MAXWELL CAREER AND TECHNICAL EDUCATION HIGH SC,2005,6 Year,Male,74,27,36.50%
11500,W H MAXWELL CAREER AND TECHNICAL EDUCATION HIGH SC,2006,4 Year  June,Male,74,28,37.80%
11501,W H MAXWELL CAREER AND TECHNICAL EDUCATION HIGH SC,2006,4 Year August,Male,74,39,52.70%
11502,W H MAXWELL CAREER AND TECHNICAL EDUCATION HIGH SC,2006,5 Year  June,Male,71,40,56.30%
11503,W H MAXWELL CAREER AND TECHNICAL EDUCATION HIGH SC,2006,5 Year August,Male,71,41,57.70%
11504,W H MAXWELL CAREER AND TECHNICAL EDUCATION HIGH SC,2007,4 Year  June,Male,84,33,39.30%
11505,W H MAXWELL CAREER AND TECHNICAL EDUCATION HIGH SC,2007,4 Year August,Male,84,46,54.80%
11508,NEW UTRECHT HIGH SCHOOL,2001,4 Year  June,Female,265,166,62.60%
11509,NEW UTRECHT HIGH SCHOOL,2001,5 Year,Female,265,185,69.80%
11510,NEW UTRECHT HIGH SCHOOL,2001,6 Year,Female,265,190,71.70%
11511,NEW UTRECHT HIGH SCHOOL,2002,4 Year  June,Female,331,188,56.80%
11512,NEW UTRECHT HIGH SCHOOL,2002,5 Year,Female,331,230,69.50%
11513,NEW UTRECHT HIGH SCHOOL,2002,6 Year,Female,331,235,71.00%
11514,NEW UTRECHT HIGH SCHOOL,2003,4 Year  June,Female,321,212,66.00%
11515,NEW UTRECHT HIGH SCHOOL,2003,5 Year,Female,321,236,73.50%
11516,NEW UTRECHT HIGH SCHOOL,2003,6 Year,Female,318,241,75.80%
11517,NEW UTRECHT HIGH SCHOOL,2004,4 Year  June,Female,347,232,66.90%
11518,NEW UTRECHT HIGH SCHOOL,2004,5 Year,Female,340,248,72.90%
11519,NEW UTRECHT HIGH SCHOOL,2004,6 Year,Female,340,264,77.60%
11520,NEW UTRECHT HIGH SCHOOL,2005,4 Year  June,Female,347,243,70.00%
11521,NEW UTRECHT HIGH SCHOOL,2005,4 Year August,Female,347,252,72.60%
11522,NEW UTRECHT HIGH SCHOOL,2005,5 Year,Female,347,269,77.50%
11523,NEW UTRECHT HIGH SCHOOL,2005,6 Year,Female,343,274,79.90%
11524,NEW UTRECHT HIGH SCHOOL,2006,4 Year  June,Female,297,203,68.40%
11525,NEW UTRECHT HIGH SCHOOL,2006,4 Year August,Female,297,212,71.40%
11526,NEW UTRECHT HIGH SCHOOL,2006,5 Year  June,Female,289,221,76.50%
11527,NEW UTRECHT HIGH SCHOOL,2006,5 Year August,Female,289,223,77.20%
11528,NEW UTRECHT HIGH SCHOOL,2007,4 Year  June,Female,256,204,79.70%
11529,NEW UTRECHT HIGH SCHOOL,2007,4 Year August,Female,256,207,80.90%
11530,NEW UTRECHT HIGH SCHOOL,2001,4 Year  June,Male,321,146,45.50%
11531,NEW UTRECHT HIGH SCHOOL,2001,5 Year,Male,321,174,54.20%
11532,NEW UTRECHT HIGH SCHOOL,2001,6 Year,Male,321,182,56.70%
11533,NEW UTRECHT HIGH SCHOOL,2002,4 Year  June,Male,346,144,41.60%
11534,NEW UTRECHT HIGH SCHOOL,2002,5 Year,Male,346,190,54.90%
11535,NEW UTRECHT HIGH SCHOOL,2002,6 Year,Male,346,194,56.10%
11536,NEW UTRECHT HIGH SCHOOL,2003,4 Year  June,Male,392,202,51.50%
11537,NEW UTRECHT HIGH SCHOOL,2003,5 Year,Male,392,241,61.50%
11538,NEW UTRECHT HIGH SCHOOL,2003,6 Year,Male,390,253,64.90%
11539,NEW UTRECHT HIGH SCHOOL,2004,4 Year  June,Male,416,220,52.90%
11540,NEW UTRECHT HIGH SCHOOL,2004,5 Year,Male,404,266,65.80%
11541,NEW UTRECHT HIGH SCHOOL,2004,6 Year,Male,406,274,67.50%
11542,NEW UTRECHT HIGH SCHOOL,2005,4 Year  June,Male,393,222,56.50%
11543,NEW UTRECHT HIGH SCHOOL,2005,4 Year August,Male,393,248,63.10%
11544,NEW UTRECHT HIGH SCHOOL,2005,5 Year,Male,385,268,69.60%
11545,NEW UTRECHT HIGH SCHOOL,2005,6 Year,Male,379,271,71.50%
11546,NEW UTRECHT HIGH SCHOOL,2006,4 Year  June,Male,324,196,60.50%
11547,NEW UTRECHT HIGH SCHOOL,2006,4 Year August,Male,324,208,64.20%
11548,NEW UTRECHT HIGH SCHOOL,2006,5 Year  June,Male,317,219,69.10%
11549,NEW UTRECHT HIGH SCHOOL,2006,5 Year August,Male,317,220,69.40%
11550,NEW UTRECHT HIGH SCHOOL,2007,4 Year  June,Male,389,244,62.70%
11551,NEW UTRECHT HIGH SCHOOL,2007,4 Year August,Male,389,254,65.30%
11552,HIGH SCHOOL OF TELECOMMUNICATIONS ARTS AND TECHNOL,2001,4 Year  June,Female,156,99,63.50%
11553,HIGH SCHOOL OF TELECOMMUNICATIONS ARTS AND TECHNOL,2001,5 Year,Female,156,110,70.50%
11554,HIGH SCHOOL OF TELECOMMUNICATIONS ARTS AND TECHNOL,2001,6 Year,Female,156,113,72.40%
11555,HIGH SCHOOL OF TELECOMMUNICATIONS ARTS AND TECHNOL,2002,4 Year  June,Female,125,88,70.40%
11556,HIGH SCHOOL OF TELECOMMUNICATIONS ARTS AND TECHNOL,2002,5 Year,Female,125,91,72.80%
11557,HIGH SCHOOL OF TELECOMMUNICATIONS ARTS AND TECHNOL,2002,6 Year,Female,125,95,76.00%
11558,HIGH SCHOOL OF TELECOMMUNICATIONS ARTS AND TECHNOL,2003,4 Year  June,Female,142,114,80.30%
11559,HIGH SCHOOL OF TELECOMMUNICATIONS ARTS AND TECHNOL,2003,5 Year,Female,142,125,88.00%
11560,HIGH SCHOOL OF TELECOMMUNICATIONS ARTS AND TECHNOL,2003,6 Year,Female,139,125,89.90%
11561,HIGH SCHOOL OF TELECOMMUNICATIONS ARTS AND TECHNOL,2004,4 Year  June,Female,112,89,79.50%
11562,HIGH SCHOOL OF TELECOMMUNICATIONS ARTS AND TECHNOL,2004,5 Year,Female,107,91,85.00%
11563,HIGH SCHOOL OF TELECOMMUNICATIONS ARTS AND TECHNOL,2004,6 Year,Female,109,92,84.40%
11564,HIGH SCHOOL OF TELECOMMUNICATIONS ARTS AND TECHNOL,2005,4 Year  June,Female,129,106,82.20%
11565,HIGH SCHOOL OF TELECOMMUNICATIONS ARTS AND TECHNOL,2005,4 Year August,Female,129,108,83.70%
11566,HIGH SCHOOL OF TELECOMMUNICATIONS ARTS AND TECHNOL,2005,5 Year,Female,130,111,85.40%
11567,HIGH SCHOOL OF TELECOMMUNICATIONS ARTS AND TECHNOL,2005,6 Year,Female,130,112,86.20%
11568,HIGH SCHOOL OF TELECOMMUNICATIONS ARTS AND TECHNOL,2006,4 Year  June,Female,135,112,83.00%
11569,HIGH SCHOOL OF TELECOMMUNICATIONS ARTS AND TECHNOL,2006,4 Year August,Female,135,116,85.90%
11570,HIGH SCHOOL OF TELECOMMUNICATIONS ARTS AND TECHNOL,2006,5 Year  June,Female,132,122,92.40%
11571,HIGH SCHOOL OF TELECOMMUNICATIONS ARTS AND TECHNOL,2006,5 Year August,Female,132,122,92.40%
11572,HIGH SCHOOL OF TELECOMMUNICATIONS ARTS AND TECHNOL,2007,4 Year  June,Female,148,135,91.20%
11573,HIGH SCHOOL OF TELECOMMUNICATIONS ARTS AND TECHNOL,2007,4 Year August,Female,148,137,92.60%
11574,HIGH SCHOOL OF TELECOMMUNICATIONS ARTS AND TECHNOL,2001,4 Year  June,Male,169,100,59.20%
11575,HIGH SCHOOL OF TELECOMMUNICATIONS ARTS AND TECHNOL,2001,5 Year,Male,169,118,69.80%
11576,HIGH SCHOOL OF TELECOMMUNICATIONS ARTS AND TECHNOL,2001,6 Year,Male,169,120,71.00%
11577,HIGH SCHOOL OF TELECOMMUNICATIONS ARTS AND TECHNOL,2002,4 Year  June,Male,131,81,61.80%
11578,HIGH SCHOOL OF TELECOMMUNICATIONS ARTS AND TECHNOL,2002,5 Year,Male,131,91,69.50%
11579,HIGH SCHOOL OF TELECOMMUNICATIONS ARTS AND TECHNOL,2002,6 Year,Male,131,95,72.50%
11580,HIGH SCHOOL OF TELECOMMUNICATIONS ARTS AND TECHNOL,2003,4 Year  June,Male,122,84,68.90%
11581,HIGH SCHOOL OF TELECOMMUNICATIONS ARTS AND TECHNOL,2003,5 Year,Male,122,90,73.80%
11582,HIGH SCHOOL OF TELECOMMUNICATIONS ARTS AND TECHNOL,2003,6 Year,Male,122,93,76.20%
11583,HIGH SCHOOL OF TELECOMMUNICATIONS ARTS AND TECHNOL,2004,4 Year  June,Male,159,119,74.80%
11584,HIGH SCHOOL OF TELECOMMUNICATIONS ARTS AND TECHNOL,2004,5 Year,Male,150,126,84.00%
11585,HIGH SCHOOL OF TELECOMMUNICATIONS ARTS AND TECHNOL,2004,6 Year,Male,150,127,84.70%
11586,HIGH SCHOOL OF TELECOMMUNICATIONS ARTS AND TECHNOL,2005,4 Year  June,Male,150,112,74.70%
11587,HIGH SCHOOL OF TELECOMMUNICATIONS ARTS AND TECHNOL,2005,4 Year August,Male,150,115,76.70%
11588,HIGH SCHOOL OF TELECOMMUNICATIONS ARTS AND TECHNOL,2005,5 Year,Male,148,124,83.80%
11589,HIGH SCHOOL OF TELECOMMUNICATIONS ARTS AND TECHNOL,2005,6 Year,Male,148,126,85.10%
11590,HIGH SCHOOL OF TELECOMMUNICATIONS ARTS AND TECHNOL,2006,4 Year  June,Male,162,113,69.80%
11591,HIGH SCHOOL OF TELECOMMUNICATIONS ARTS AND TECHNOL,2006,4 Year August,Male,162,116,71.60%
11592,HIGH SCHOOL OF TELECOMMUNICATIONS ARTS AND TECHNOL,2006,5 Year  June,Male,159,123,77.40%
11593,HIGH SCHOOL OF TELECOMMUNICATIONS ARTS AND TECHNOL,2006,5 Year August,Male,159,124,78.00%
11594,HIGH SCHOOL OF TELECOMMUNICATIONS ARTS AND TECHNOL,2007,4 Year  June,Male,183,125,68.30%
11595,HIGH SCHOOL OF TELECOMMUNICATIONS ARTS AND TECHNOL,2007,4 Year August,Male,183,127,69.40%
11596,FORT HAMILTON HIGH SCHOOL,2001,4 Year  June,Female,474,285,60.10%
11597,FORT HAMILTON HIGH SCHOOL,2001,5 Year,Female,474,321,67.70%
11598,FORT HAMILTON HIGH SCHOOL,2001,6 Year,Female,474,331,69.80%
11599,FORT HAMILTON HIGH SCHOOL,2002,4 Year  June,Female,537,321,59.80%
11600,FORT HAMILTON HIGH SCHOOL,2002,5 Year,Female,537,367,68.30%
11601,FORT HAMILTON HIGH SCHOOL,2002,6 Year,Female,537,383,71.30%
11602,FORT HAMILTON HIGH SCHOOL,2003,4 Year  June,Female,474,287,60.50%
11603,FORT HAMILTON HIGH SCHOOL,2003,5 Year,Female,474,326,68.80%
11604,FORT HAMILTON HIGH SCHOOL,2003,6 Year,Female,474,342,72.20%
11605,FORT HAMILTON HIGH SCHOOL,2004,4 Year  June,Female,480,319,66.50%
11606,FORT HAMILTON HIGH SCHOOL,2004,5 Year,Female,484,373,77.10%
11607,FORT HAMILTON HIGH SCHOOL,2004,6 Year,Female,485,386,79.60%
11608,FORT HAMILTON HIGH SCHOOL,2005,4 Year  June,Female,473,312,66.00%
11609,FORT HAMILTON HIGH SCHOOL,2005,4 Year August,Female,473,335,70.80%
11610,FORT HAMILTON HIGH SCHOOL,2005,5 Year,Female,484,360,74.40%
11611,FORT HAMILTON HIGH SCHOOL,2005,6 Year,Female,484,369,76.20%
11612,FORT HAMILTON HIGH SCHOOL,2006,4 Year  June,Female,445,332,74.60%
11613,FORT HAMILTON HIGH SCHOOL,2006,4 Year August,Female,445,354,79.60%
11614,FORT HAMILTON HIGH SCHOOL,2006,5 Year  June,Female,463,370,79.90%
11615,FORT HAMILTON HIGH SCHOOL,2006,5 Year August,Female,463,373,80.60%
11616,FORT HAMILTON HIGH SCHOOL,2007,4 Year  June,Female,532,375,70.50%
11617,FORT HAMILTON HIGH SCHOOL,2007,4 Year August,Female,532,396,74.40%
11618,FORT HAMILTON HIGH SCHOOL,2001,4 Year  June,Male,615,292,47.50%
11619,FORT HAMILTON HIGH SCHOOL,2001,5 Year,Male,615,355,57.70%
11620,FORT HAMILTON HIGH SCHOOL,2001,6 Year,Male,615,379,61.60%
11621,FORT HAMILTON HIGH SCHOOL,2002,4 Year  June,Male,609,259,42.50%
11622,FORT HAMILTON HIGH SCHOOL,2002,5 Year,Male,609,334,54.80%
11623,FORT HAMILTON HIGH SCHOOL,2002,6 Year,Male,609,365,59.90%
11624,FORT HAMILTON HIGH SCHOOL,2003,4 Year  June,Male,640,304,47.50%
11625,FORT HAMILTON HIGH SCHOOL,2003,5 Year,Male,640,387,60.50%
11626,FORT HAMILTON HIGH SCHOOL,2003,6 Year,Male,638,406,63.60%
11627,FORT HAMILTON HIGH SCHOOL,2004,4 Year  June,Male,643,330,51.30%
11628,FORT HAMILTON HIGH SCHOOL,2004,5 Year,Male,638,395,61.90%
11629,FORT HAMILTON HIGH SCHOOL,2004,6 Year,Male,642,420,65.40%
11630,FORT HAMILTON HIGH SCHOOL,2005,4 Year  June,Male,571,316,55.30%
11631,FORT HAMILTON HIGH SCHOOL,2005,4 Year August,Male,571,340,59.50%
11632,FORT HAMILTON HIGH SCHOOL,2005,5 Year,Male,576,381,66.10%
11633,FORT HAMILTON HIGH SCHOOL,2005,6 Year,Male,577,387,67.10%
11634,FORT HAMILTON HIGH SCHOOL,2006,4 Year  June,Male,541,318,58.80%
11635,FORT HAMILTON HIGH SCHOOL,2006,4 Year August,Male,541,352,65.10%
11636,FORT HAMILTON HIGH SCHOOL,2006,5 Year  June,Male,552,373,67.60%
11637,FORT HAMILTON HIGH SCHOOL,2006,5 Year August,Male,552,381,69.00%
11638,FORT HAMILTON HIGH SCHOOL,2007,4 Year  June,Male,612,365,59.60%
11639,FORT HAMILTON HIGH SCHOOL,2007,4 Year August,Male,612,408,66.70%
11640,FRANKLIN D ROOSEVELT HIGH SCHOOL,2001,4 Year  June,Female,377,160,42.40%
11641,FRANKLIN D ROOSEVELT HIGH SCHOOL,2001,5 Year,Female,377,223,59.20%
11642,FRANKLIN D ROOSEVELT HIGH SCHOOL,2001,6 Year,Female,377,236,62.60%
11643,FRANKLIN D ROOSEVELT HIGH SCHOOL,2002,4 Year  June,Female,344,160,46.50%
11644,FRANKLIN D ROOSEVELT HIGH SCHOOL,2002,5 Year,Female,344,210,61.00%
11645,FRANKLIN D ROOSEVELT HIGH SCHOOL,2002,6 Year,Female,344,224,65.10%
11646,FRANKLIN D ROOSEVELT HIGH SCHOOL,2003,4 Year  June,Female,369,196,53.10%
11647,FRANKLIN D ROOSEVELT HIGH SCHOOL,2003,5 Year,Female,369,241,65.30%
11648,FRANKLIN D ROOSEVELT HIGH SCHOOL,2003,6 Year,Female,366,251,68.60%
11649,FRANKLIN D ROOSEVELT HIGH SCHOOL,2004,4 Year  June,Female,392,227,57.90%
11650,FRANKLIN D ROOSEVELT HIGH SCHOOL,2004,5 Year,Female,390,266,68.20%
11651,FRANKLIN D ROOSEVELT HIGH SCHOOL,2004,6 Year,Female,389,286,73.50%
11652,FRANKLIN D ROOSEVELT HIGH SCHOOL,2005,4 Year  June,Female,376,199,52.90%
11653,FRANKLIN D ROOSEVELT HIGH SCHOOL,2005,4 Year August,Female,376,219,58.20%
11654,FRANKLIN D ROOSEVELT HIGH SCHOOL,2005,5 Year,Female,376,265,70.50%
11655,FRANKLIN D ROOSEVELT HIGH SCHOOL,2005,6 Year,Female,373,274,73.50%
11656,FRANKLIN D ROOSEVELT HIGH SCHOOL,2006,4 Year  June,Female,368,227,61.70%
11657,FRANKLIN D ROOSEVELT HIGH SCHOOL,2006,4 Year August,Female,368,242,65.80%
11658,FRANKLIN D ROOSEVELT HIGH SCHOOL,2006,5 Year  June,Female,362,258,71.30%
11659,FRANKLIN D ROOSEVELT HIGH SCHOOL,2006,5 Year August,Female,362,264,72.90%
11660,FRANKLIN D ROOSEVELT HIGH SCHOOL,2007,4 Year  June,Female,346,226,65.30%
11661,FRANKLIN D ROOSEVELT HIGH SCHOOL,2007,4 Year August,Female,346,244,70.50%
11662,FRANKLIN D ROOSEVELT HIGH SCHOOL,2001,4 Year  June,Male,380,112,29.50%
11663,FRANKLIN D ROOSEVELT HIGH SCHOOL,2001,5 Year,Male,380,176,46.30%
11664,FRANKLIN D ROOSEVELT HIGH SCHOOL,2001,6 Year,Male,380,194,51.10%
11665,FRANKLIN D ROOSEVELT HIGH SCHOOL,2002,4 Year  June,Male,421,177,42.00%
11666,FRANKLIN D ROOSEVELT HIGH SCHOOL,2002,5 Year,Male,421,242,57.50%
11667,FRANKLIN D ROOSEVELT HIGH SCHOOL,2002,6 Year,Male,421,258,61.30%
11668,FRANKLIN D ROOSEVELT HIGH SCHOOL,2003,4 Year  June,Male,447,177,39.60%
11669,FRANKLIN D ROOSEVELT HIGH SCHOOL,2003,5 Year,Male,447,245,54.80%
11670,FRANKLIN D ROOSEVELT HIGH SCHOOL,2003,6 Year,Male,447,263,58.80%
11671,FRANKLIN D ROOSEVELT HIGH SCHOOL,2004,4 Year  June,Male,463,184,39.70%
11672,FRANKLIN D ROOSEVELT HIGH SCHOOL,2004,5 Year,Male,451,238,52.80%
11673,FRANKLIN D ROOSEVELT HIGH SCHOOL,2004,6 Year,Male,448,264,58.90%
11674,FRANKLIN D ROOSEVELT HIGH SCHOOL,2005,4 Year  June,Male,464,205,44.20%
11675,FRANKLIN D ROOSEVELT HIGH SCHOOL,2005,4 Year August,Male,464,218,47.00%
11676,FRANKLIN D ROOSEVELT HIGH SCHOOL,2005,5 Year,Male,467,273,58.50%
11677,FRANKLIN D ROOSEVELT HIGH SCHOOL,2005,6 Year,Male,462,287,62.10%
11678,FRANKLIN D ROOSEVELT HIGH SCHOOL,2006,4 Year  June,Male,491,226,46.00%
11679,FRANKLIN D ROOSEVELT HIGH SCHOOL,2006,4 Year August,Male,491,241,49.10%
11680,FRANKLIN D ROOSEVELT HIGH SCHOOL,2006,5 Year  June,Male,499,293,58.70%
11681,FRANKLIN D ROOSEVELT HIGH SCHOOL,2006,5 Year August,Male,499,300,60.10%
11682,FRANKLIN D ROOSEVELT HIGH SCHOOL,2007,4 Year  June,Male,476,227,47.70%
11683,FRANKLIN D ROOSEVELT HIGH SCHOOL,2007,4 Year August,Male,476,243,51.10%
11684,INTERNATIONAL HIGH SCHOOL AT LAFAYETTE,2005,4 Year  June,Female,23,22,95.70%
11685,INTERNATIONAL HIGH SCHOOL AT LAFAYETTE,2005,4 Year August,Female,23,22,95.70%
11686,INTERNATIONAL HIGH SCHOOL AT LAFAYETTE,2005,5 Year,Female,29,26,89.70%
11687,INTERNATIONAL HIGH SCHOOL AT LAFAYETTE,2005,6 Year,Female,29,26,89.70%
11688,INTERNATIONAL HIGH SCHOOL AT LAFAYETTE,2006,4 Year  June,Female,29,16,55.20%
11689,INTERNATIONAL HIGH SCHOOL AT LAFAYETTE,2006,4 Year August,Female,29,17,58.60%
11690,INTERNATIONAL HIGH SCHOOL AT LAFAYETTE,2006,5 Year  June,Female,32,20,62.50%
11691,INTERNATIONAL HIGH SCHOOL AT LAFAYETTE,2006,5 Year August,Female,32,21,65.60%
11692,INTERNATIONAL HIGH SCHOOL AT LAFAYETTE,2007,4 Year  June,Female,31,12,38.70%
11693,INTERNATIONAL HIGH SCHOOL AT LAFAYETTE,2007,4 Year August,Female,31,16,51.60%
11694,INTERNATIONAL HIGH SCHOOL AT LAFAYETTE,2005,4 Year  June,Male,34,32,94.10%
11695,INTERNATIONAL HIGH SCHOOL AT LAFAYETTE,2005,4 Year August,Male,34,32,94.10%
11696,INTERNATIONAL HIGH SCHOOL AT LAFAYETTE,2005,5 Year,Male,42,35,83.30%
11697,INTERNATIONAL HIGH SCHOOL AT LAFAYETTE,2005,6 Year,Male,42,37,88.10%
11698,INTERNATIONAL HIGH SCHOOL AT LAFAYETTE,2006,4 Year  June,Male,42,15,35.70%
11699,INTERNATIONAL HIGH SCHOOL AT LAFAYETTE,2006,4 Year August,Male,42,18,42.90%
11700,INTERNATIONAL HIGH SCHOOL AT LAFAYETTE,2006,5 Year  June,Male,42,25,59.50%
11701,INTERNATIONAL HIGH SCHOOL AT LAFAYETTE,2006,5 Year August,Male,42,26,61.90%
11702,INTERNATIONAL HIGH SCHOOL AT LAFAYETTE,2007,4 Year  June,Male,31,11,35.50%
11703,INTERNATIONAL HIGH SCHOOL AT LAFAYETTE,2007,4 Year August,Male,31,14,45.20%
11710,RACHEL CARSON HIGH SCHOOL FOR COASTAL STUDIES,2005,4 Year  June,Female,47,34,72.30%
11711,RACHEL CARSON HIGH SCHOOL FOR COASTAL STUDIES,2005,4 Year August,Female,47,35,74.50%
11712,RACHEL CARSON HIGH SCHOOL FOR COASTAL STUDIES,2005,5 Year,Female,47,38,80.90%
11713,RACHEL CARSON HIGH SCHOOL FOR COASTAL STUDIES,2005,6 Year,Female,47,39,83.00%
11714,RACHEL CARSON HIGH SCHOOL FOR COASTAL STUDIES,2006,4 Year  June,Female,65,47,72.30%
11715,RACHEL CARSON HIGH SCHOOL FOR COASTAL STUDIES,2006,4 Year August,Female,65,48,73.80%
11716,RACHEL CARSON HIGH SCHOOL FOR COASTAL STUDIES,2006,5 Year  June,Female,66,53,80.30%
11717,RACHEL CARSON HIGH SCHOOL FOR COASTAL STUDIES,2006,5 Year August,Female,66,53,80.30%
11718,RACHEL CARSON HIGH SCHOOL FOR COASTAL STUDIES,2007,4 Year  June,Female,65,43,66.20%
11719,RACHEL CARSON HIGH SCHOOL FOR COASTAL STUDIES,2007,4 Year August,Female,65,44,67.70%
11726,RACHEL CARSON HIGH SCHOOL FOR COASTAL STUDIES,2005,4 Year  June,Male,45,32,71.10%
11727,RACHEL CARSON HIGH SCHOOL FOR COASTAL STUDIES,2005,4 Year August,Male,45,33,73.30%
11728,RACHEL CARSON HIGH SCHOOL FOR COASTAL STUDIES,2005,5 Year,Male,44,37,84.10%
11729,RACHEL CARSON HIGH SCHOOL FOR COASTAL STUDIES,2005,6 Year,Male,44,37,84.10%
11730,RACHEL CARSON HIGH SCHOOL FOR COASTAL STUDIES,2006,4 Year  June,Male,48,24,50.00%
11731,RACHEL CARSON HIGH SCHOOL FOR COASTAL STUDIES,2006,4 Year August,Male,48,25,52.10%
11732,RACHEL CARSON HIGH SCHOOL FOR COASTAL STUDIES,2006,5 Year  June,Male,48,31,64.60%
11733,RACHEL CARSON HIGH SCHOOL FOR COASTAL STUDIES,2006,5 Year August,Male,48,31,64.60%
11734,RACHEL CARSON HIGH SCHOOL FOR COASTAL STUDIES,2007,4 Year  June,Male,52,31,59.60%
11735,RACHEL CARSON HIGH SCHOOL FOR COASTAL STUDIES,2007,4 Year August,Male,52,35,67.30%
11736,HIGH SCHOOL OF SPORTS MANAGEMENT,2005,4 Year  June,Female,15, s ,s
11737,HIGH SCHOOL OF SPORTS MANAGEMENT,2005,4 Year August,Female,15, s ,s
11738,HIGH SCHOOL OF SPORTS MANAGEMENT,2005,5 Year,Female,14, s ,s
11739,HIGH SCHOOL OF SPORTS MANAGEMENT,2005,6 Year,Female,14, s ,s
11740,HIGH SCHOOL OF SPORTS MANAGEMENT,2006,4 Year  June,Female,18, s ,s
11741,HIGH SCHOOL OF SPORTS MANAGEMENT,2006,4 Year August,Female,18, s ,s
11742,HIGH SCHOOL OF SPORTS MANAGEMENT,2006,5 Year  June,Female,18, s ,s
11743,HIGH SCHOOL OF SPORTS MANAGEMENT,2006,5 Year August,Female,18, s ,s
11744,HIGH SCHOOL OF SPORTS MANAGEMENT,2007,4 Year  June,Female,9, s ,s
11745,HIGH SCHOOL OF SPORTS MANAGEMENT,2007,4 Year August,Female,9, s ,s
